SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
108011152,83,267,202,204,387,400,213,396,59,2203,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,4,6,7,7,0,3,0,36,0,0,0,0,8,7,3,0,0,18,0,9,4,8,3,5,0,0,0,39,0,4,0,0,0,3,4,0,0,13,20,112,62,86,64,17,20,11,3,400,22,85,60,47,28,15,8,27,5,303,3,3,3,10,5,3,0,0,0,24,0,6,0,5,0,3,0,0,0,11,7,4,6,5,12,9,7,3,0,50,4,10,7,12,20,12,4,11,0,74,3,18,12,22,17,12,0,7,0,90,7,19,16,5,14,15,3,3,0,81,14,3,18,17,40,18,5,3,3,114,14,33,38,55,41,48,27,40,0,302,31,66,118,180,80,70,21,36,8,606,5,12,0,3,6,7,0,0,0,32,0,20,12,14,6,16,3,9,0,79
108011153,41,119,89,143,161,203,83,182,35,1068,0,4,0,0,0,0,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,17,0,3,0,0,3,0,0,0,0,11,0,10,8,4,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,7,4,26,36,29,31,13,9,8,3,152,4,37,21,24,11,7,4,4,4,115,0,3,0,5,3,0,0,0,0,15,0,3,3,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,13,0,0,0,9,7,6,0,0,0,30,4,13,11,8,4,6,0,6,0,51,6,20,4,5,0,9,0,3,3,49,4,3,4,3,11,0,0,0,0,34,3,13,18,25,10,14,8,14,0,106,4,33,62,54,29,26,9,9,3,227,0,3,0,3,0,0,0,0,0,11,0,7,3,10,0,3,0,4,3,33
108011154,40,105,65,105,154,117,71,141,29,826,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,18,0,0,0,3,3,3,0,0,0,16,0,3,0,0,0,6,0,4,0,12,0,0,0,0,0,0,0,0,0,3,10,33,36,20,15,8,6,4,3,134,3,33,18,21,13,7,0,8,0,98,3,3,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,3,0,0,9,0,3,0,0,9,3,0,0,0,17,3,3,3,9,13,7,0,0,0,32,0,15,6,3,6,10,0,3,0,41,3,3,3,4,16,4,3,0,0,31,3,6,8,21,10,11,10,7,0,84,17,10,39,56,50,32,4,11,0,224,0,0,0,0,3,4,0,0,0,5,3,9,6,11,4,4,3,0,0,44
108021155,83,222,180,212,552,354,229,349,81,2264,0,8,4,8,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,9,11,15,16,6,4,8,0,69,0,0,0,3,3,0,3,0,0,13,0,4,5,13,13,7,5,3,0,58,0,0,3,3,0,0,0,0,0,13,16,76,64,76,50,7,14,17,6,329,8,96,29,42,19,11,3,16,4,226,3,4,7,4,10,3,0,3,0,41,0,0,0,0,0,0,0,0,0,5,0,4,5,3,20,0,0,0,0,39,0,3,0,0,5,4,3,6,0,23,0,12,16,15,20,7,3,4,0,70,3,26,23,18,18,7,0,7,0,106,7,6,12,17,56,15,7,0,0,123,19,28,46,70,39,37,18,26,4,283,35,49,121,161,127,77,26,26,10,633,0,5,3,3,0,0,3,0,0,15,3,13,16,15,14,4,4,3,0,70
108021156,81,168,176,171,293,265,164,362,84,1755,10,24,16,15,3,14,3,31,4,117,0,0,0,0,0,0,0,0,0,3,4,3,13,3,7,6,3,3,0,41,0,0,0,0,3,3,0,0,0,7,0,5,6,6,8,3,4,4,0,30,0,3,0,0,0,0,4,3,0,13,13,45,38,37,28,3,9,19,0,199,14,60,29,21,16,8,7,9,6,164,3,10,3,4,3,4,3,0,0,34,0,0,3,0,4,0,0,0,0,12,0,0,3,5,8,3,0,4,0,24,5,4,0,5,5,8,0,0,0,24,0,12,10,7,4,9,7,4,3,62,3,14,9,0,11,8,5,3,0,57,8,4,12,9,23,23,4,3,0,83,8,32,47,60,33,26,19,29,4,247,31,44,82,109,62,61,12,23,6,422,3,3,0,0,0,4,0,0,3,16,3,13,5,3,10,0,3,0,0,36
108021157,38,64,79,76,178,133,88,157,18,834,0,0,3,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,0,9,0,29,0,0,0,3,0,3,0,0,0,14,4,19,15,19,20,3,9,11,0,99,3,26,11,22,11,4,0,9,0,85,3,0,3,3,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,14,0,3,0,0,4,0,0,0,0,7,0,6,7,5,5,0,0,3,0,31,3,10,9,3,3,3,0,0,0,23,0,0,3,0,11,3,0,3,0,28,3,8,20,25,9,16,8,9,3,100,9,20,34,63,53,28,14,11,0,229,3,7,0,0,0,0,0,0,0,8,0,4,3,5,4,3,0,6,0,30
108021158,40,120,88,98,163,127,74,157,32,904,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,7,0,24,0,0,0,0,0,0,3,0,0,7,0,27,24,17,28,11,4,5,0,120,6,45,20,43,11,4,3,13,3,148,0,4,4,7,6,0,0,0,0,26,0,0,3,0,5,0,0,0,0,9,0,0,3,3,3,5,3,3,0,26,0,3,0,0,10,4,0,6,0,18,0,3,7,8,4,6,0,3,0,40,3,8,7,7,12,6,0,0,0,39,0,0,3,6,10,4,0,0,0,27,8,16,21,21,15,14,5,10,0,112,17,24,40,64,50,23,15,15,0,243,0,3,3,3,0,0,0,3,0,11,0,11,5,3,11,3,4,0,0,36
108021159,54,154,148,157,244,222,103,310,47,1439,6,23,11,17,0,14,0,23,0,98,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,3,12,4,5,3,7,3,8,0,43,0,0,0,0,0,0,0,3,0,11,5,48,35,30,32,7,3,9,0,167,0,39,24,36,6,7,3,6,3,125,0,0,0,8,0,0,3,0,0,10,3,6,0,4,0,0,0,0,0,16,0,0,5,4,0,0,0,0,0,18,0,0,0,3,8,3,0,3,0,19,0,6,14,11,10,6,7,4,4,69,0,11,9,6,6,3,0,4,0,44,4,3,11,13,22,9,5,7,0,70,11,18,48,32,20,28,10,26,0,199,32,36,74,96,66,25,10,10,6,357,0,3,3,3,0,0,0,0,0,11,0,17,12,10,9,3,0,0,0,50
108021160,47,69,70,70,137,167,66,136,22,787,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,4,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,7,3,5,4,9,3,0,0,31,0,0,0,0,0,0,0,0,0,3,4,31,8,23,20,4,7,11,3,116,3,32,9,13,12,12,3,9,0,98,0,3,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,0,3,0,25,3,0,3,3,6,0,0,0,0,24,0,8,8,3,5,4,0,0,0,36,0,18,5,7,6,4,0,3,0,44,0,4,0,5,12,7,3,0,0,29,13,19,18,12,9,11,5,13,0,94,7,14,33,48,36,17,10,10,7,187,3,0,0,3,0,0,0,0,0,3,0,6,7,0,7,4,3,0,0,34
108031161,12,15,6,19,16,26,11,20,4,117,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,6,3,10,5,7,3,7,6,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,3,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108041162,102,265,227,268,511,550,267,515,58,2762,0,5,3,5,4,0,3,8,0,28,0,0,0,0,0,0,0,0,0,0,0,12,6,11,8,8,0,6,0,49,0,0,6,3,13,6,3,4,0,36,3,10,12,20,10,4,4,0,0,71,0,4,0,6,0,0,4,0,0,21,22,95,68,81,51,29,11,26,4,389,8,109,40,51,28,15,14,26,7,299,0,4,9,7,4,3,0,0,0,30,0,3,4,0,5,4,0,0,0,13,0,5,7,13,10,7,4,8,0,45,3,7,16,7,17,8,0,4,0,65,3,19,19,25,20,15,8,4,0,116,6,38,25,13,6,13,3,5,0,109,4,3,8,17,38,15,8,9,0,112,20,47,53,76,79,62,34,42,9,412,38,69,159,182,100,95,29,38,6,712,3,11,0,3,0,3,0,3,0,23,3,27,22,37,7,9,0,9,3,120
108041163,168,549,324,592,1095,1221,607,1095,100,5749,0,4,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,20,22,5,21,14,7,11,0,105,3,0,13,17,41,44,12,7,0,140,0,13,17,21,10,20,8,16,0,105,0,11,8,8,11,13,6,0,0,48,33,200,118,122,115,47,29,20,15,693,19,239,82,120,75,56,19,45,7,661,0,9,9,14,14,14,4,0,0,71,0,5,3,8,14,6,0,4,0,40,10,4,10,25,36,30,12,10,0,137,3,10,11,20,38,11,11,19,0,117,13,45,43,42,55,32,17,23,0,274,7,56,41,33,36,25,11,12,0,222,24,11,41,43,120,56,30,20,0,343,20,106,117,125,155,117,75,107,6,833,61,158,267,395,291,228,69,87,11,1565,5,32,4,7,10,0,0,4,0,68,3,66,32,37,36,25,16,20,5,227
108041164,97,260,190,300,608,584,302,571,54,2978,0,5,3,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,3,3,9,3,4,7,0,52,0,0,0,10,29,29,8,5,0,88,3,15,7,12,13,12,5,8,3,71,0,9,6,8,5,4,4,0,0,37,17,115,79,92,100,39,18,13,6,479,13,112,55,47,37,29,16,27,4,350,0,4,4,8,6,6,0,3,0,35,0,3,3,0,8,0,3,5,0,23,5,3,10,15,14,11,4,3,0,63,0,10,11,0,21,9,5,5,0,69,3,27,12,18,34,21,5,10,0,128,6,39,16,22,20,14,5,6,4,129,3,6,13,25,42,25,11,8,3,141,15,39,35,56,68,44,30,44,4,331,49,80,154,214,182,131,43,51,9,911,0,3,0,3,4,5,3,3,0,27,0,30,23,15,25,9,3,4,0,110
108041165,43,89,84,88,215,237,98,319,40,1217,0,24,11,20,9,15,10,33,6,121,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,5,3,0,26,0,0,0,0,0,3,0,0,0,6,0,4,5,6,5,3,0,3,0,26,0,0,4,3,4,0,0,0,0,13,3,33,21,24,18,11,6,9,3,131,3,24,15,10,3,3,6,7,0,71,0,0,4,3,3,0,0,0,0,18,4,0,0,0,0,0,0,4,0,8,3,4,0,9,3,6,0,4,0,22,0,0,0,3,5,7,3,6,4,24,3,11,5,12,7,10,3,8,0,54,0,11,13,9,8,8,0,6,0,50,4,3,4,10,12,11,0,5,0,45,9,13,29,27,19,11,7,5,3,135,16,24,41,50,50,31,10,10,3,239,3,12,0,0,3,4,0,0,0,20,0,5,7,7,7,0,3,0,0,30
108041166,83,162,127,185,455,399,228,447,47,2140,3,8,9,3,3,4,6,8,0,39,0,0,0,0,0,0,0,0,0,3,0,7,8,3,19,3,3,0,0,48,0,0,0,0,11,11,0,3,0,24,6,15,4,7,10,10,3,0,0,62,0,6,5,5,12,4,4,7,0,41,7,80,54,62,50,20,11,25,5,310,14,69,31,26,18,13,3,15,0,198,0,8,0,6,3,3,0,4,0,37,0,0,0,0,3,0,0,0,0,8,3,3,0,11,14,10,0,5,0,46,4,0,3,5,9,5,6,3,0,41,3,12,15,16,18,12,3,4,0,88,5,23,7,11,4,12,4,6,0,81,8,4,16,19,27,15,3,7,0,96,14,36,28,58,53,33,17,30,0,269,35,53,92,147,100,71,22,29,6,556,0,3,3,4,3,0,0,4,0,18,3,15,8,13,19,11,8,10,0,90
108051167,36,93,78,82,171,165,86,263,25,997,4,25,12,13,4,15,8,22,4,99,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,4,0,28,0,0,0,0,0,0,0,3,0,5,0,3,0,0,3,3,3,0,0,18,0,0,0,0,3,0,0,0,0,0,11,21,24,34,14,5,5,3,0,113,0,34,13,11,3,3,3,7,0,84,0,3,0,3,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,3,3,3,3,0,0,0,0,11,0,0,0,3,3,0,3,4,0,15,0,10,7,6,4,3,0,0,0,34,0,15,3,5,4,3,0,0,0,29,4,3,0,6,6,3,0,0,0,24,3,27,20,20,14,11,3,11,0,108,10,19,34,41,32,22,9,9,0,184,0,4,0,0,0,0,0,0,0,10,0,0,4,6,0,3,0,0,0,16
108051168,78,196,168,173,372,386,170,340,35,1912,3,3,7,3,3,3,0,0,0,24,0,0,0,0,0,0,0,3,0,4,5,13,5,14,10,0,4,0,0,58,0,0,0,3,3,3,0,0,0,16,4,7,12,14,5,5,0,0,0,52,0,0,3,0,6,0,0,0,0,16,13,73,44,46,28,15,10,7,3,235,10,57,28,17,17,8,9,13,0,164,0,4,3,0,0,3,0,0,0,18,0,3,3,0,9,0,5,0,0,14,0,5,9,8,11,9,0,0,0,47,0,9,3,4,9,6,3,0,0,41,0,30,10,10,18,5,3,8,3,97,0,22,22,3,8,9,0,3,0,74,3,8,9,7,32,8,9,6,0,78,15,36,44,68,45,60,16,48,0,339,37,48,124,129,91,72,22,17,6,552,0,8,4,3,3,0,0,0,0,21,3,9,17,14,13,8,3,0,0,64
108051169,151,331,243,327,701,607,340,564,83,3355,0,7,8,3,4,4,3,5,0,43,0,0,0,0,0,0,0,0,0,0,7,21,12,10,20,6,7,9,0,98,0,0,0,3,5,3,0,0,0,9,0,10,3,5,7,9,0,3,0,40,0,11,4,5,3,3,4,0,0,31,34,131,99,116,108,23,24,27,12,569,10,111,40,47,47,23,16,25,3,316,3,7,3,6,7,4,0,9,0,43,5,0,3,9,8,0,0,0,0,24,7,12,9,12,14,10,0,8,0,67,3,11,3,5,26,6,3,3,0,57,0,20,19,20,36,15,3,3,0,127,7,35,20,14,10,20,0,0,3,103,8,10,8,14,24,15,4,3,0,92,12,57,40,84,64,47,22,28,0,351,39,106,166,279,224,146,45,52,15,1057,3,6,9,5,3,0,0,0,0,31,0,21,21,18,25,20,8,8,3,117
108051170,101,223,184,212,338,377,188,505,66,2199,8,39,21,21,11,19,7,35,3,164,0,0,0,0,0,0,0,0,0,5,0,9,11,4,3,6,5,3,0,46,0,0,0,4,3,3,0,0,0,13,0,5,9,10,4,4,0,0,0,39,0,3,5,3,0,3,0,3,0,19,12,63,48,46,42,14,17,10,0,253,5,73,42,41,14,18,5,15,4,216,3,6,6,3,5,5,3,3,4,41,0,3,3,3,3,0,0,0,0,13,0,0,7,12,6,7,0,0,0,31,0,10,5,9,8,0,0,5,0,37,3,13,8,15,9,7,6,7,0,72,5,19,8,11,9,9,3,7,4,67,4,3,8,9,27,13,0,3,0,69,15,30,36,62,40,38,18,26,4,267,35,61,127,139,106,80,11,28,3,598,0,8,11,0,0,0,0,4,0,26,0,14,4,14,8,8,0,4,0,53
108051171,79,70,65,90,198,182,102,136,29,944,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,3,4,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,7,0,0,0,0,4,0,0,0,0,9,3,34,43,28,24,13,12,6,0,162,0,30,10,20,15,3,3,8,0,93,0,4,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,3,0,3,0,3,0,0,8,3,9,7,8,4,5,0,0,0,35,5,3,3,6,3,3,0,0,0,27,0,0,3,0,7,6,3,0,0,24,3,9,15,10,14,8,8,10,0,85,13,21,70,91,55,41,11,18,0,320,0,4,3,0,0,0,0,0,0,11,3,5,3,0,8,8,6,3,0,41
109011172,84,284,168,238,719,858,518,839,58,3767,0,6,3,5,0,8,3,3,0,26,0,0,0,0,0,0,0,0,0,0,4,25,16,15,35,23,10,15,0,150,0,0,3,0,0,7,4,0,0,14,4,14,10,14,18,9,4,6,0,86,3,3,6,14,8,8,3,6,0,50,26,154,65,88,65,30,29,30,0,484,17,122,68,48,30,28,5,24,3,345,7,4,6,9,18,5,5,3,0,60,0,3,9,9,10,5,3,3,0,37,3,4,15,10,30,23,11,3,0,99,3,3,3,15,14,9,3,5,0,63,5,15,13,30,39,21,14,6,0,152,0,28,21,12,21,12,5,8,4,102,22,11,37,52,81,39,19,19,0,280,26,68,86,106,100,68,57,64,7,574,41,85,160,216,187,121,43,48,3,908,0,21,3,6,3,0,3,0,0,43,0,22,28,24,16,14,9,8,3,115
109011173,69,155,100,175,453,459,310,381,44,2154,0,6,3,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,4,11,7,14,19,20,9,12,0,83,0,0,0,0,3,0,0,0,0,5,4,11,4,4,3,12,6,3,0,42,0,4,4,3,9,3,4,0,0,28,17,82,59,60,51,18,14,11,0,306,5,77,41,26,19,15,3,11,3,208,4,4,9,13,8,11,0,0,0,46,0,3,0,3,8,0,3,0,0,20,0,7,3,5,16,8,5,5,0,49,0,0,0,4,13,5,3,3,0,25,4,12,6,18,19,8,12,5,0,87,3,16,16,10,21,12,0,4,0,83,8,7,15,27,49,29,24,3,0,163,12,33,51,53,50,27,19,33,3,272,40,47,95,119,90,69,17,28,4,506,0,3,0,0,5,0,0,0,0,5,0,12,19,15,11,9,3,7,0,78
109011174,65,166,135,184,436,490,315,479,40,2314,3,5,0,7,0,4,0,4,3,20,0,0,0,0,0,0,0,0,0,0,10,18,3,11,17,14,8,11,3,100,0,0,0,0,3,0,0,0,0,4,0,15,4,7,10,9,0,3,0,56,3,0,0,8,3,8,0,3,0,23,4,77,40,40,17,29,8,10,3,229,11,71,24,46,28,21,20,25,0,245,3,3,3,10,14,4,4,6,0,44,0,4,3,0,12,5,7,0,0,31,0,4,8,10,11,3,6,3,0,45,0,3,5,7,7,5,7,0,0,38,3,15,16,23,27,14,7,7,0,110,0,9,13,8,10,4,3,3,0,58,16,10,22,29,55,21,23,18,3,188,12,67,51,49,63,49,31,60,5,386,37,60,131,136,115,79,35,23,4,613,0,6,4,6,3,9,0,3,0,26,0,20,18,17,18,12,10,10,0,98
109011175,99,197,146,175,374,550,330,855,68,2787,16,55,33,35,22,45,15,81,12,303,0,0,0,0,0,0,0,0,0,0,9,15,14,11,11,17,12,6,3,96,3,0,0,0,0,0,0,0,0,0,3,15,8,7,3,3,0,0,0,48,0,6,9,8,4,8,0,9,0,39,7,75,52,49,40,17,15,18,3,272,7,68,26,20,12,12,4,22,7,181,0,25,14,15,11,3,0,12,0,78,0,5,0,3,3,0,0,0,0,16,8,0,9,20,11,5,3,3,0,59,0,0,0,7,6,7,3,7,0,26,4,19,11,18,24,11,7,16,0,105,8,20,10,12,9,10,7,7,0,82,8,17,18,31,42,13,5,3,0,136,25,63,52,76,64,30,22,44,4,371,32,56,107,125,74,61,21,26,4,501,0,7,0,3,0,3,0,0,0,20,8,9,9,14,18,8,10,3,3,75
109011176,75,216,169,267,636,684,381,506,70,3005,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,15,17,15,29,15,12,3,0,116,0,0,0,0,0,0,0,0,0,3,0,12,7,8,18,11,0,6,0,54,0,3,3,7,6,3,3,7,0,27,33,107,86,101,90,29,11,7,3,468,7,96,67,57,21,25,17,22,6,313,3,7,11,9,16,7,0,3,0,57,0,6,4,3,6,3,0,0,0,25,4,3,7,16,14,6,9,0,0,61,0,0,5,5,16,9,3,4,3,36,5,13,15,20,31,17,11,5,0,105,4,41,21,19,13,7,3,4,0,115,11,21,22,34,63,20,16,11,3,204,25,40,40,49,56,31,30,25,3,294,43,73,96,180,128,85,29,37,8,680,0,9,3,3,3,0,0,3,0,27,8,20,18,20,22,25,6,7,0,120
109021177,24,47,29,48,124,127,63,248,31,726,3,7,11,21,11,11,7,29,3,100,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,18,10,5,13,10,3,8,3,76,0,23,5,10,5,3,3,5,0,57,3,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,20,0,5,5,3,5,9,0,3,0,31,4,3,7,10,10,5,3,0,0,37,4,7,8,12,14,10,9,16,0,86,4,7,12,20,9,12,0,7,0,78,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,12
109021178,33,89,75,90,227,237,140,300,49,1234,4,18,11,12,7,16,0,12,3,80,0,0,0,0,0,0,0,3,0,3,3,5,3,7,5,9,3,0,0,38,0,0,0,0,0,3,0,0,0,6,0,0,3,3,5,3,4,0,3,24,0,5,0,0,5,0,4,5,0,24,10,37,15,23,23,12,5,6,3,126,4,44,14,20,10,6,6,14,3,121,0,3,5,4,0,5,3,4,0,23,0,0,0,0,3,0,4,3,0,6,3,3,4,6,4,3,0,0,0,27,0,4,0,0,4,0,0,0,3,17,3,0,4,3,4,9,3,0,0,34,0,10,12,11,12,9,0,3,3,64,3,3,3,8,24,14,3,0,0,63,9,24,30,28,28,17,14,19,0,160,20,18,32,44,56,22,10,8,0,211,3,7,0,5,3,3,0,0,0,18,0,6,5,10,8,7,0,3,3,37
109021179,26,47,32,56,143,156,67,364,41,922,6,15,7,26,16,31,13,44,0,164,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,4,13,10,4,12,3,0,7,0,50,3,15,20,11,3,3,6,12,0,67,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,4,15,0,6,5,8,0,0,0,3,0,27,3,3,3,4,9,6,0,3,3,40,5,18,18,13,7,16,3,8,0,82,5,13,24,27,13,26,5,3,0,116,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,10
