SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
306041165,39,76,84,143,223,255,166,378,35,1404,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,3,0,25,0,0,0,0,4,0,0,0,0,7,3,29,30,29,29,8,7,12,0,156,7,24,52,70,87,64,53,90,9,467,3,7,11,11,13,17,15,13,0,84,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,4,0,0,0,12,0,8,4,3,5,6,5,9,0,47,3,7,7,11,10,5,3,14,0,55,0,12,13,20,10,9,16,18,3,108,0,0,8,0,11,6,3,0,0,31,3,0,7,11,13,4,8,12,0,61,6,9,23,33,24,17,4,4,8,135,0,4,0,10,10,3,0,4,0,37,0,7,3,11,13,8,3,6,0,53
306051166,93,190,120,215,422,361,262,538,44,2238,3,18,20,29,24,21,12,23,0,153,0,0,0,3,0,0,0,3,0,5,5,4,8,8,6,5,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,12,8,7,3,4,4,7,0,48,0,0,0,7,3,8,0,5,0,21,10,78,38,70,48,14,26,19,3,313,3,50,25,24,16,8,14,23,4,172,0,4,6,3,7,3,0,10,0,31,0,3,3,7,3,5,0,3,0,24,5,7,10,6,6,9,0,3,0,48,3,8,8,7,7,3,3,7,0,43,3,14,13,24,19,8,8,3,0,89,3,20,9,11,3,5,3,3,0,56,10,6,8,16,50,11,13,8,0,119,14,60,37,65,32,34,21,40,0,302,37,50,89,103,103,66,12,34,4,489,0,6,5,4,3,0,0,8,0,28,3,16,9,16,21,18,14,11,0,97
306051167,38,89,62,78,123,128,76,245,20,872,3,15,15,8,6,10,0,31,0,81,0,0,0,0,0,0,0,0,0,3,3,3,7,5,0,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,3,0,22,0,0,0,0,0,0,5,0,0,8,8,27,11,26,23,7,6,9,0,116,4,18,4,7,3,3,3,11,0,58,0,11,3,7,3,0,4,5,0,28,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,3,3,3,3,0,3,16,0,11,0,3,0,4,0,3,0,28,0,12,7,3,0,0,0,0,0,22,0,4,3,3,12,11,5,3,0,39,5,22,23,34,24,5,10,12,0,135,15,27,30,35,24,23,5,11,3,170,0,3,5,3,0,0,0,4,0,18,0,9,0,4,4,3,0,0,0,22
306051168,50,89,68,110,177,152,78,183,11,920,0,3,5,5,3,4,3,9,0,39,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,6,0,5,5,0,3,3,0,3,0,22,0,0,0,0,0,3,0,0,0,11,4,25,22,26,15,7,8,9,3,112,0,23,17,17,5,6,3,8,3,80,0,3,3,3,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,7,0,0,3,0,5,3,4,0,0,15,3,16,13,5,5,5,5,3,0,55,0,5,10,12,9,4,0,3,0,41,4,4,3,3,21,11,4,3,0,54,6,18,17,28,22,21,18,12,0,139,13,16,37,39,42,29,7,6,0,184,0,5,3,8,9,8,0,3,3,36,0,3,0,0,6,3,0,7,0,24
306051169,71,152,101,153,246,307,157,555,53,1802,5,24,20,22,16,19,10,53,4,161,0,0,0,0,0,0,0,8,0,15,0,8,3,7,9,3,4,5,0,47,0,0,0,0,3,0,0,0,0,3,0,7,10,8,4,6,0,6,0,45,4,6,3,3,6,3,0,3,0,23,3,54,24,38,38,16,12,19,0,204,3,45,23,32,13,8,6,31,4,159,0,10,8,4,8,7,0,5,0,36,0,8,0,4,0,4,3,0,0,17,0,5,6,7,5,4,0,3,0,21,4,5,3,6,8,0,4,3,0,33,3,17,22,14,9,8,3,18,0,99,3,27,10,7,3,3,0,7,0,58,4,0,14,13,22,15,6,6,4,84,16,51,42,42,30,23,22,49,0,277,30,44,64,75,72,33,18,15,7,353,3,3,5,4,3,5,0,0,0,24,3,9,3,9,4,3,4,10,0,47
306051170,78,146,107,176,526,400,245,488,60,2219,8,23,24,35,61,19,21,25,0,216,0,0,0,4,0,0,3,6,0,16,0,8,8,18,24,10,12,7,0,90,0,0,0,3,3,3,0,0,0,6,0,9,0,8,3,10,0,4,0,46,0,4,7,10,7,11,0,4,0,44,8,50,33,59,51,22,17,11,5,262,7,63,26,32,22,11,5,11,3,184,0,7,3,9,6,4,3,0,0,38,0,0,0,0,3,0,0,0,0,9,3,0,3,8,10,5,7,3,0,34,0,3,3,3,9,4,5,5,0,28,3,7,8,11,9,9,8,0,0,69,4,19,19,15,22,3,3,0,0,82,11,16,10,12,57,20,9,11,0,153,16,30,23,73,21,27,14,40,3,252,31,37,61,89,90,71,19,27,3,428,0,10,3,4,4,0,0,0,0,18,0,9,16,15,16,9,6,5,0,83
307011171,24,48,42,81,130,184,109,513,32,1162,12,29,18,18,21,34,3,72,3,203,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,0,0,16,0,5,0,4,4,3,3,0,0,21,0,25,15,29,18,6,4,12,0,124,0,14,10,7,3,4,3,7,0,54,0,3,4,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,6,3,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,4,0,4,0,26,0,10,7,4,0,0,0,3,0,30,3,7,0,5,10,5,7,5,0,47,7,28,24,39,8,12,14,24,0,161,13,18,33,31,41,38,9,12,3,199,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,3,0,0,0,23
307011172,66,140,73,105,197,299,230,770,42,1923,4,22,10,9,4,18,5,46,3,124,9,0,3,5,4,4,11,23,0,59,0,5,0,7,4,4,0,6,0,27,0,3,0,0,4,7,8,7,0,35,0,10,4,9,3,8,0,18,0,63,3,3,3,0,3,3,3,4,0,24,3,53,22,42,29,16,21,10,0,192,6,54,26,37,18,11,6,19,0,163,0,4,3,8,4,4,4,8,0,31,0,8,0,4,4,0,4,0,0,14,0,7,0,3,10,0,0,0,0,20,3,5,4,3,11,3,3,10,0,38,0,8,8,14,18,11,7,8,0,77,4,12,9,17,4,8,4,9,0,77,3,0,8,11,11,3,5,3,0,44,14,38,26,49,18,23,19,36,3,221,12,17,28,48,33,27,12,13,3,197,0,8,0,0,0,0,0,0,0,6,3,14,11,6,17,7,3,3,0,64
307011173,45,83,48,85,191,313,225,528,41,1556,3,11,12,12,0,19,7,17,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,23,0,0,0,0,0,0,0,3,0,3,0,6,6,12,6,3,0,3,0,38,0,0,0,6,7,9,3,6,0,33,12,32,40,39,39,34,8,10,3,209,3,49,17,25,23,3,4,16,0,146,0,8,5,5,7,0,4,3,0,35,0,0,0,0,3,4,0,0,0,6,0,0,3,6,9,12,3,0,0,27,0,4,5,0,3,3,0,0,0,12,3,10,7,11,20,16,3,18,3,99,0,20,6,4,4,11,0,6,0,58,3,0,3,9,16,4,3,0,0,49,7,22,25,42,23,28,22,32,0,204,21,16,60,46,63,31,21,15,3,276,0,7,0,0,3,0,0,0,0,10,3,13,3,9,17,3,9,8,0,66
307011174,32,45,41,49,94,169,89,511,18,1049,8,32,15,30,24,41,20,88,5,263,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,6,4,7,15,20,4,4,3,9,0,66,0,16,9,4,3,4,0,7,0,44,0,9,6,0,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,9,0,7,3,0,0,0,0,25,0,3,0,3,0,0,0,0,0,10,0,3,0,4,9,0,0,3,0,17,4,16,26,37,13,9,10,20,0,128,17,14,18,22,15,11,4,16,0,121,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,14
307011175,42,49,31,63,99,133,104,604,25,1144,3,22,16,21,7,23,7,84,0,187,3,0,0,0,0,0,0,10,0,16,0,6,0,3,0,5,5,3,0,23,0,0,0,0,0,3,0,0,0,5,0,3,0,0,4,3,0,8,3,37,0,6,0,0,3,7,3,4,0,21,3,15,11,18,14,4,4,13,0,76,3,14,9,9,4,5,3,10,0,68,0,7,3,3,3,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,4,0,6,0,20,0,10,0,3,0,0,3,6,0,26,0,6,7,7,5,7,4,4,0,41,4,11,15,27,12,11,15,20,0,111,5,10,20,27,8,19,8,13,0,110,0,0,0,3,0,0,3,0,0,8,0,0,0,3,0,0,3,0,0,10
307011176,63,101,61,104,293,341,222,518,38,1743,0,6,3,8,3,5,0,4,0,35,0,3,0,0,5,9,3,9,0,34,0,3,0,0,11,0,8,5,0,36,0,3,0,0,4,4,4,0,0,21,0,9,10,8,6,3,0,3,0,32,0,3,3,3,7,10,4,3,0,30,4,33,19,27,46,22,11,19,3,178,8,31,10,23,20,8,18,14,0,137,0,3,0,7,7,5,3,6,0,39,0,0,0,0,3,3,0,0,0,6,0,3,6,4,11,3,4,4,0,35,0,3,0,3,8,3,4,4,0,28,0,10,8,0,16,4,8,12,0,73,3,12,7,6,8,9,3,8,0,49,10,7,18,9,64,33,12,11,0,162,7,28,25,28,45,28,17,35,0,217,17,19,34,43,105,101,24,50,3,395,0,0,0,0,3,5,0,0,0,12,0,4,7,7,7,13,7,6,0,54
307011177,42,74,45,63,155,236,141,854,41,1659,7,43,26,27,13,50,15,192,5,386,0,0,0,0,0,3,0,4,0,9,0,0,3,12,11,5,0,6,0,29,0,0,0,3,0,0,0,0,0,10,0,4,3,7,3,3,0,0,0,25,0,3,0,5,3,6,0,0,0,24,0,17,15,20,19,14,9,13,0,112,3,11,10,8,4,8,0,18,3,64,4,11,4,7,9,0,4,5,0,43,0,0,3,3,3,3,0,0,0,11,0,0,4,3,3,3,0,0,0,10,0,3,0,0,0,3,0,4,0,13,0,5,5,0,0,0,3,8,0,23,0,11,4,4,0,3,0,3,0,29,13,5,7,11,33,11,10,3,0,96,7,27,27,34,20,13,11,31,0,162,9,17,32,39,27,40,11,24,5,200,0,3,0,0,0,0,0,4,0,14,0,3,0,3,3,3,3,3,0,26
307011178,18,32,30,42,78,88,81,370,25,767,4,19,11,14,10,28,7,68,6,161,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,0,13,0,0,4,0,0,0,0,3,0,15,0,7,8,11,4,4,4,9,0,47,0,16,7,8,3,3,0,11,0,50,0,3,4,0,3,0,0,4,0,16,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,3,4,0,3,0,0,0,0,10,3,3,4,3,12,11,0,3,0,34,0,20,15,11,8,11,11,14,3,107,9,8,11,22,9,10,3,3,0,77,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,0,0,16
307021179,66,127,90,121,282,241,176,682,47,1828,5,41,33,46,13,36,11,105,10,294,0,3,0,0,0,0,0,6,0,15,3,3,6,4,14,6,3,9,0,46,0,0,0,0,3,5,0,3,0,11,0,7,3,7,3,4,3,5,0,38,0,3,0,6,4,7,3,3,0,24,5,29,29,35,23,11,5,10,4,153,3,24,8,10,8,4,0,14,4,77,3,12,9,0,3,0,0,3,0,30,0,0,3,5,0,0,0,0,0,7,3,0,0,7,9,3,0,0,0,27,0,0,0,0,4,0,3,4,0,17,0,13,8,13,15,9,0,7,0,61,3,6,3,10,4,3,0,7,0,42,3,6,6,12,31,6,7,0,0,79,9,39,27,43,26,14,14,36,3,210,15,38,63,77,70,27,9,17,3,323,0,3,0,0,0,0,0,0,0,7,0,7,4,0,10,0,6,0,0,29
307021180,69,126,66,116,415,306,211,591,64,1961,10,32,19,24,18,30,17,58,4,212,0,0,0,0,3,0,0,0,0,3,3,10,10,22,66,22,4,7,0,140,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,5,3,4,0,24,0,4,7,7,27,8,0,3,0,61,10,38,24,20,28,11,8,9,3,153,4,31,16,12,7,3,6,9,3,100,3,10,7,3,10,5,8,8,0,49,0,0,0,0,0,0,0,0,0,4,3,3,0,3,10,10,3,0,0,33,0,4,0,0,8,3,0,3,0,26,3,9,8,3,16,7,3,3,0,53,0,16,9,15,6,3,0,8,0,53,6,0,9,7,17,13,12,8,0,69,8,29,28,38,35,9,14,19,0,172,18,18,46,56,54,25,9,10,5,251,0,5,4,3,3,0,0,0,0,18,0,13,10,0,8,10,3,4,0,46
307021181,22,29,37,50,99,115,90,336,22,801,8,10,20,14,20,24,11,55,0,152,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,15,0,0,3,0,0,0,0,0,0,13,0,5,0,5,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,10,10,14,12,0,7,4,4,67,3,9,4,3,6,3,0,3,0,28,0,6,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,3,7,3,0,0,0,14,0,4,4,3,5,0,0,3,0,22,0,7,3,6,4,0,0,3,0,16,0,7,15,13,11,3,7,10,0,64,8,12,16,27,21,12,3,12,4,117,0,3,0,0,0,0,0,0,0,3,0,0,0,6,3,0,3,0,0,17
307021182,42,83,48,68,217,242,190,497,27,1412,5,33,18,24,22,35,14,47,0,190,0,4,0,0,0,0,0,0,0,6,0,5,10,8,16,3,7,8,3,51,0,0,0,0,0,0,0,0,0,5,0,4,6,9,4,6,0,0,0,25,0,0,3,0,0,0,3,0,0,12,6,28,21,21,21,8,10,15,0,128,3,22,11,15,9,4,0,10,0,76,0,7,12,0,4,3,4,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,3,0,22,4,0,3,0,4,0,0,4,0,17,0,10,6,11,13,5,7,7,0,56,0,9,3,5,9,3,0,0,0,32,4,9,6,0,15,7,0,3,0,40,10,18,32,25,22,21,4,22,5,154,6,21,41,46,31,15,12,10,3,180,0,7,0,4,0,0,3,0,0,16,0,13,7,5,6,6,4,0,0,43
307021183,120,249,138,214,636,695,580,1456,87,4183,9,62,37,36,26,46,20,79,10,321,0,0,3,0,3,6,3,10,0,23,4,12,6,14,27,18,11,10,0,103,0,6,3,6,0,0,0,0,0,19,4,19,12,5,15,21,7,9,0,94,0,17,17,3,24,17,6,13,0,98,21,121,65,96,91,33,29,18,5,487,18,84,43,33,31,6,11,22,3,251,8,8,11,12,12,3,0,10,0,65,3,0,6,0,4,0,5,3,0,20,4,3,5,14,22,19,3,5,0,73,0,6,3,0,15,5,3,3,0,35,4,28,20,19,48,37,23,16,0,193,3,32,11,23,17,9,3,3,8,104,17,20,33,30,58,33,12,17,3,219,15,73,73,104,57,57,46,78,9,500,30,57,86,114,121,75,30,30,12,554,0,7,3,0,3,0,0,0,0,15,4,35,20,32,21,21,5,13,0,150
307031184,46,85,46,65,154,199,114,426,49,1173,7,22,19,19,16,30,14,56,3,175,0,0,0,0,0,0,0,3,0,6,0,7,3,4,8,7,0,3,0,31,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,3,4,7,0,29,0,0,0,3,7,4,0,0,0,20,6,22,10,20,14,5,0,9,3,96,0,7,5,0,4,0,3,9,0,34,0,10,7,3,3,3,3,4,0,28,0,0,0,0,0,0,0,0,0,7,0,3,3,0,7,5,0,0,0,18,0,0,0,0,4,4,0,0,0,12,0,9,4,3,8,7,0,6,0,45,0,10,3,3,3,0,3,0,0,27,6,4,0,0,6,7,0,4,0,35,8,27,31,37,17,10,8,16,0,163,9,21,39,40,49,26,6,6,7,207,0,0,0,0,3,0,0,0,0,11,4,3,3,4,5,0,0,0,0,25
307031185,30,67,41,75,152,162,91,359,29,1006,3,13,16,11,8,9,3,37,3,110,0,0,0,0,0,3,0,4,0,5,0,3,5,6,10,5,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,9,11,31,19,18,22,7,5,13,0,123,0,20,10,15,10,5,3,9,4,80,0,3,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,14,0,0,3,0,7,3,0,0,0,8,3,3,8,0,15,3,4,7,3,49,0,7,3,6,0,0,0,6,0,27,4,4,3,3,7,4,3,3,0,29,3,16,18,30,13,7,9,20,3,115,5,11,25,31,26,22,4,19,7,161,0,0,0,0,0,0,0,0,0,6,0,10,3,3,6,3,0,3,0,30
307031186,37,75,59,70,158,181,92,361,33,1068,3,24,17,19,7,21,0,41,8,142,0,0,0,0,0,0,0,0,0,3,0,4,3,6,10,6,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,15,0,0,0,0,0,4,0,0,0,7,3,26,19,14,22,7,4,4,0,94,3,29,8,6,4,3,0,10,4,66,0,7,0,3,3,3,0,3,0,24,0,0,0,3,0,0,0,0,0,6,0,0,0,5,3,0,0,0,0,11,0,0,0,0,7,0,0,0,0,11,0,4,3,6,12,5,0,8,0,36,3,3,5,10,3,0,0,0,0,27,4,3,3,4,10,6,3,0,0,26,3,21,19,17,7,14,6,15,3,118,7,17,28,51,31,19,5,10,0,175,3,0,0,3,0,0,0,3,0,12,0,9,4,4,3,0,3,3,0,27
307031187,35,95,59,89,176,175,114,206,26,971,0,11,18,19,6,7,7,3,0,76,0,0,0,0,0,0,0,0,0,0,0,9,9,3,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,15,0,0,0,0,4,0,0,0,0,8,8,25,23,23,28,11,8,8,0,137,3,45,24,21,7,3,4,18,0,130,0,5,3,3,0,3,0,3,0,18,0,0,0,0,3,0,0,0,0,3,0,0,3,7,8,3,0,0,0,18,0,3,3,4,0,0,3,0,0,15,9,11,3,5,14,5,0,4,0,60,0,5,7,3,6,3,0,3,0,28,0,7,0,4,6,0,0,0,0,25,5,20,20,30,21,13,8,16,0,130,19,23,35,59,29,22,9,14,0,211,0,0,0,0,0,0,0,0,0,7,0,7,3,12,3,7,3,0,0,37
307031188,37,115,79,118,182,226,126,334,29,1255,9,28,18,39,18,13,10,44,3,186,0,0,0,0,0,0,0,0,0,3,0,8,8,7,9,6,5,12,0,58,0,0,0,0,0,3,0,0,0,3,0,3,3,6,3,3,3,0,0,26,0,3,4,0,0,0,0,0,0,9,3,27,16,15,14,8,3,12,0,96,7,41,12,12,6,5,3,21,0,119,0,4,3,0,0,0,3,0,0,18,0,0,0,0,3,0,0,0,0,3,0,5,4,3,0,0,0,3,0,14,3,0,3,0,3,3,3,0,0,16,3,5,5,3,6,9,3,3,0,38,4,13,3,7,9,7,3,6,0,42,3,5,5,0,7,0,0,3,0,27,6,22,24,33,15,12,14,20,3,146,16,12,25,55,30,17,11,19,3,181,0,4,3,0,3,0,0,0,0,12,0,8,0,9,4,3,0,3,0,32
307031189,97,266,158,250,649,558,360,722,68,3129,4,4,7,15,6,6,3,3,0,64,0,0,0,0,3,0,0,5,0,8,12,17,18,16,52,56,22,6,3,198,0,0,0,0,0,3,0,0,0,0,0,13,7,7,13,9,3,15,0,62,0,9,6,0,7,10,0,3,0,34,18,119,82,72,86,41,17,18,4,464,11,113,45,35,34,17,7,28,7,298,3,21,9,15,18,11,5,3,0,86,0,3,3,5,9,3,6,3,0,34,0,0,12,11,12,7,6,3,0,43,0,4,3,7,12,0,3,5,0,40,3,14,9,13,29,18,3,7,0,97,0,33,9,12,15,3,0,4,0,77,9,24,21,15,41,31,4,8,0,150,24,52,69,102,58,45,30,64,3,449,39,46,109,133,111,78,24,36,9,574,0,10,4,5,0,0,0,3,3,29,0,23,14,17,23,9,9,6,0,110
308011190,99,83,61,70,200,190,280,1026,45,2055,8,14,14,11,3,11,11,74,0,142,12,4,8,12,17,16,54,93,3,224,0,3,0,0,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,9,4,4,3,9,3,3,5,0,30,0,0,0,0,0,4,0,0,0,7,8,19,16,29,16,9,8,12,0,105,11,37,25,24,25,12,3,29,0,171,0,0,8,3,8,4,3,10,0,43,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,4,0,0,3,3,3,0,0,17,0,4,3,0,0,3,3,3,0,19,3,17,12,19,3,3,4,5,0,60,8,3,9,8,10,5,7,10,3,58,9,19,27,51,19,21,9,30,3,190,4,15,32,13,30,17,3,14,3,125,0,5,3,0,0,0,0,0,0,7,0,14,9,8,6,8,5,5,0,55
308011191,71,79,46,82,144,230,250,1159,55,2109,15,40,24,31,16,51,21,177,7,375,6,9,5,9,15,12,16,31,0,101,0,6,4,0,6,3,0,11,0,35,0,0,0,0,0,0,3,3,0,4,0,8,8,0,7,3,0,6,0,39,3,3,4,3,3,4,4,8,0,30,4,38,15,24,13,15,10,17,0,131,3,29,19,17,5,8,3,32,5,119,0,10,8,3,8,8,0,4,0,41,0,0,3,0,0,0,0,0,0,9,0,3,0,8,3,0,0,0,0,15,0,0,3,0,3,4,0,0,0,20,0,10,5,8,4,6,4,5,3,53,0,13,4,3,11,4,0,11,0,44,4,3,6,0,18,8,3,3,0,50,16,45,39,53,18,20,15,26,0,231,14,23,21,28,17,21,11,11,0,145,0,5,3,0,3,0,3,0,0,13,3,12,13,11,3,6,3,3,0,44
308011192,122,213,103,163,475,530,574,1373,72,3626,0,11,4,10,3,14,7,8,0,65,6,9,13,7,16,14,19,44,0,120,3,9,3,7,11,6,0,3,0,43,0,0,0,0,6,0,3,0,0,9,0,15,9,11,10,16,8,9,0,82,5,8,3,5,11,7,8,5,0,62,19,136,78,82,97,33,33,40,8,518,9,80,42,47,30,15,21,25,4,275,0,8,16,7,24,21,11,6,0,103,0,3,0,3,8,0,0,3,0,21,3,7,11,3,12,11,10,11,0,70,0,7,3,9,24,12,5,6,0,69,4,18,6,13,28,23,13,10,0,129,3,47,12,16,8,8,9,16,3,127,13,14,13,14,73,33,14,18,0,193,23,54,68,95,76,61,34,64,3,483,26,34,60,75,85,56,18,25,4,385,0,3,0,4,3,0,0,0,0,18,3,28,18,21,26,12,7,13,0,139
