SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
315031411,3,0,10,24,53,7,93,0,0,0,0,16,0,12,0,0,0,0,3,0,3,0,0,0,0,9,0,12,0,0,0,0,38,3,41,0,0,0,0,3,0,3,0,0,0,0,16,0,17,0,0,0,0,6,0,10,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,11,43,7,72,0,0,3,0,3,0,11,3,0,3,3,8,0,17,0,0,0,4,0,0,7,0,0,0,0,11,0,15,0,0,0,0,7,5,14,5,5,25,45,232,32,342,0,0,18,19,34,3,75,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,6,3,18,0,26,0,0,3,4
315031412,0,0,10,28,34,11,80,0,0,0,0,11,0,9,0,0,0,3,10,0,14,0,0,0,0,9,0,11,0,0,0,3,65,3,64,0,0,0,3,8,3,10,0,0,4,7,32,3,40,0,0,3,3,8,3,15,0,0,0,0,11,0,15,0,0,5,0,4,0,5,0,0,4,0,0,0,5,0,0,0,0,7,0,10,3,0,6,0,0,0,13,0,0,3,3,4,0,14,4,0,10,20,33,8,68,3,0,12,4,12,0,39,6,3,9,13,5,0,38,0,0,3,4,5,0,15,0,0,3,0,34,3,38,0,0,0,0,13,4,27,18,9,74,90,301,42,534,0,3,20,18,15,3,54,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,12,0,0,3,0,0,0,8,0,0,4,3,23,3,32,0,0,7,4
316011413,0,0,5,5,14,0,24,0,0,7,11,38,0,56,0,3,17,18,103,3,150,0,0,6,8,21,0,38,5,3,38,42,373,11,476,4,0,13,16,34,0,58,3,0,37,21,85,3,152,0,3,14,9,57,5,90,6,3,13,22,48,3,90,6,0,9,10,15,0,33,9,3,23,20,18,0,76,3,4,16,13,19,0,58,25,12,118,34,32,9,234,0,0,14,18,44,3,76,15,5,51,34,29,4,143,40,40,72,23,35,0,211,53,25,139,41,31,10,299,3,0,6,11,15,0,34,6,0,7,10,76,0,104,3,0,14,13,55,9,99,190,108,609,391,1133,71,2490,0,0,3,7,0,0,10,0,0,0,0,0,0,3,0,0,11,10,15,5,46,0,0,0,3,4,0,9,6,0,14,13,25,3,68,0,0,14,14,9,0,39,3,7,37,41,82,12,175,0,3,29,18
316011414,6,0,4,3,15,0,23,3,0,18,4,50,0,74,3,5,17,16,101,6,148,3,0,5,8,24,0,46,0,3,28,49,391,8,481,0,0,15,9,35,7,64,7,3,31,32,92,12,175,3,0,18,25,56,6,109,5,0,21,46,53,3,130,0,0,14,14,12,0,37,16,3,34,41,23,3,120,0,0,16,12,26,8,63,38,4,103,51,47,6,253,3,0,11,9,50,4,78,16,4,30,52,47,0,152,46,29,93,21,23,9,224,50,16,129,38,30,6,271,0,0,5,17,19,0,43,0,0,8,10,75,6,102,10,4,23,13,57,15,117,212,83,637,469,1233,95,2719,0,0,3,10,0,0,12,0,0,0,0,0,0,3,0,0,16,19,12,4,50,3,0,0,3,0,0,6,0,0,24,21,28,4,71,0,0,11,9,5,0,29,8,8,42,49,107,11,223,4,6,28,34
316011415,0,0,3,3,11,0,18,0,0,5,10,48,0,69,3,0,11,16,80,0,109,3,0,0,3,18,0,21,8,3,16,43,355,7,428,4,0,8,6,32,0,57,0,3,12,16,67,7,115,3,0,18,19,48,0,91,3,0,4,15,38,0,63,3,0,10,9,14,0,32,3,0,27,26,19,0,81,3,0,11,12,16,0,47,12,9,60,23,29,3,139,0,0,8,9,36,0,57,4,7,23,28,40,3,99,21,6,57,14,21,3,118,21,8,58,18,20,6,132,0,0,5,8,8,0,21,0,0,5,8,53,3,74,7,3,9,10,54,17,92,104,36,360,299,1013,54,1859,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,9,7,10,0,29,0,0,4,3,0,0,7,0,0,11,19,20,3,52,0,0,7,6,12,0,19,3,0,39,35,99,6,178,6,0,24,17
316011416,0,0,6,3,8,0,15,0,0,4,10,32,4,46,4,0,11,8,69,0,97,0,0,6,0,12,0,22,3,0,21,13,221,13,261,0,0,6,10,20,0,37,3,0,17,14,65,0,103,3,0,16,14,44,3,83,0,0,5,8,34,3,55,0,0,3,6,5,0,16,3,0,6,8,18,0,34,0,3,3,3,18,0,24,15,3,30,19,22,3,85,0,0,7,6,22,3,45,0,3,11,35,28,0,74,29,12,43,10,16,3,122,6,3,35,17,17,0,84,3,0,0,3,8,0,21,4,0,7,3,47,0,64,0,0,14,6,30,4,57,77,34,251,198,737,34,1334,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,9,14,15,0,36,0,0,4,0,3,0,5,0,0,5,4,12,0,19,3,0,0,6,4,0,12,0,0,33,25,80,4,155,0,0,22,21
316021417,0,0,3,0,5,0,11,0,0,0,4,25,0,30,0,0,3,14,98,3,116,0,0,3,0,24,0,31,0,0,9,21,358,17,404,0,0,6,4,20,0,28,3,3,9,11,78,3,110,0,0,4,6,34,3,49,0,0,0,10,38,4,51,0,3,5,3,13,0,21,0,0,13,8,11,3,34,0,3,0,5,10,0,13,7,3,25,17,19,8,83,0,0,3,9,31,3,39,0,10,24,31,36,4,100,14,14,57,6,9,3,107,11,9,34,9,32,3,96,0,3,3,10,14,0,30,0,4,6,8,56,4,77,3,3,10,3,44,12,73,48,50,219,166,946,64,1499,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,7,4,16,4,31,0,0,3,0,0,0,8,0,0,5,11,25,0,37,0,0,3,3,6,0,12,0,0,22,23,67,7,116,3,0,4,6
316021418,0,0,4,3,8,3,17,0,0,9,4,15,0,27,0,0,5,8,37,3,59,0,0,3,7,16,0,25,0,0,24,19,212,12,264,4,0,12,6,14,0,34,0,3,16,7,36,7,71,6,0,10,12,26,7,59,0,0,7,11,23,4,53,3,0,3,0,6,0,11,5,3,17,9,10,4,43,0,0,7,10,7,3,28,9,0,33,7,9,3,70,0,0,3,5,12,0,24,6,4,8,9,17,0,47,11,0,26,3,7,3,52,20,3,44,7,14,0,84,0,0,9,0,7,0,13,0,0,6,5,28,0,39,5,0,10,4,36,8,66,75,24,248,139,551,53,1088,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,7,10,3,22,3,0,0,0,0,0,9,4,0,11,9,13,0,34,0,0,3,3,4,0,9,0,0,20,13,41,11,87,0,0,8,14
316021419,0,0,6,5,7,3,20,0,0,0,3,14,0,19,0,0,3,9,34,4,45,0,0,3,0,3,0,10,4,0,4,5,132,5,149,0,0,0,4,10,0,15,0,0,10,17,31,3,60,7,0,10,10,53,4,88,0,3,3,6,13,0,28,0,0,0,5,0,0,8,0,0,0,10,9,0,19,0,0,0,3,16,0,22,10,3,23,4,7,0,46,0,0,0,0,14,4,24,3,3,14,10,18,0,42,5,6,27,10,10,0,62,10,0,25,12,15,6,64,0,0,6,9,11,0,21,0,0,4,4,31,0,41,0,0,3,8,12,6,33,44,19,136,119,441,36,804,3,4,7,5,4,3,21,0,0,0,0,0,0,4,0,0,0,0,7,0,11,0,0,4,3,0,0,11,0,0,3,0,11,0,16,0,0,3,0,3,0,4,0,0,10,23,32,4,68,5,3,13,24
316021420,0,0,0,3,4,0,10,3,0,8,17,80,3,104,0,0,15,16,172,8,209,0,3,4,5,36,0,52,0,3,22,60,587,28,692,3,0,7,9,46,0,69,0,0,22,47,156,6,234,4,0,16,32,123,3,182,4,0,13,19,75,6,119,0,0,4,12,9,0,28,4,4,15,31,47,3,99,0,0,3,13,26,0,39,8,3,59,39,32,3,149,0,5,7,6,66,7,95,3,3,40,67,61,5,179,13,16,77,12,13,4,144,19,6,70,33,48,3,175,0,0,9,11,18,3,39,0,0,15,15,119,4,158,0,0,14,21,82,18,133,70,42,417,470,1815,94,2912,0,0,0,0,3,0,7,0,0,4,0,3,0,10,0,0,7,19,21,0,49,0,0,0,0,9,0,11,3,0,13,20,27,3,60,0,0,3,8,6,3,24,0,0,28,48,138,18,231,0,0,14,37
316021421,0,0,4,0,11,0,21,0,0,4,7,35,3,52,0,3,19,8,73,8,108,0,0,7,4,12,0,21,0,3,7,26,280,17,338,0,0,6,4,27,3,37,3,0,17,24,66,4,119,4,3,13,15,46,0,78,0,0,4,19,47,3,71,0,0,0,5,3,0,12,6,0,13,19,8,0,49,0,0,3,11,21,0,39,7,3,43,22,29,3,102,0,0,5,3,37,0,48,5,5,24,36,35,3,99,10,8,33,15,12,3,84,22,0,51,20,23,0,115,5,0,8,4,11,0,27,4,0,4,5,49,6,77,0,3,11,5,40,11,64,70,25,272,251,860,67,1557,0,0,0,3,0,0,3,0,0,0,4,0,0,3,3,0,7,9,10,0,27,0,0,0,5,5,0,10,3,0,18,14,19,3,51,0,0,3,7,3,0,18,0,4,12,26,51,10,102,3,0,16,16
316021422,0,0,0,3,3,0,5,5,0,9,3,10,0,24,3,0,3,11,52,3,69,0,0,3,0,9,0,13,3,4,8,28,219,8,266,0,0,5,0,6,0,16,3,0,9,12,39,0,65,0,0,12,4,33,0,55,0,0,3,12,16,0,37,0,0,5,3,9,0,14,3,0,6,10,3,3,26,0,0,14,7,9,0,30,6,5,52,8,17,4,94,0,0,5,6,14,3,27,7,3,24,25,23,3,85,19,9,48,15,11,4,96,20,0,57,14,12,5,112,0,0,0,3,7,0,15,0,0,6,3,19,0,30,0,0,3,8,33,7,49,70,29,270,169,549,43,1138,4,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,8,6,3,16,0,0,4,4,0,0,5,0,3,9,3,12,7,34,0,0,3,0,6,3,11,0,4,10,15,43,7,82,0,0,15,17
316021423,0,0,3,4,15,0,22,0,0,3,9,30,0,41,0,4,12,3,80,3,96,0,0,3,0,12,0,22,0,0,19,26,298,9,361,0,0,11,4,18,0,40,4,0,16,11,49,3,77,0,0,11,3,29,3,49,3,0,3,19,33,7,60,0,0,0,3,4,0,11,0,0,11,28,16,0,63,0,0,6,6,16,0,30,10,4,58,22,27,0,120,0,3,0,3,18,3,32,7,4,21,12,21,3,61,17,14,42,10,14,3,96,21,6,60,18,22,0,124,0,0,9,8,3,0,15,3,0,3,7,47,0,64,0,0,15,11,36,9,67,74,34,308,211,777,53,1457,0,0,5,0,3,3,14,0,0,3,5,0,0,4,0,0,12,14,13,0,38,0,0,3,0,3,0,9,3,0,9,9,17,3,42,0,0,4,4,9,0,14,3,0,19,25,70,7,121,0,0,15,24
316021424,0,0,0,0,3,0,11,0,0,4,3,38,0,42,0,0,9,11,77,3,94,0,0,4,0,6,0,14,3,0,19,25,301,8,352,0,0,9,3,14,4,28,3,0,8,10,45,0,64,0,0,3,6,16,0,24,0,0,3,11,29,0,47,0,0,3,0,3,0,6,3,0,17,17,14,3,54,0,3,7,10,11,0,29,9,3,35,16,21,0,90,0,0,8,4,19,3,41,4,3,15,18,18,0,59,9,6,43,4,5,0,71,16,4,57,17,17,3,119,0,0,4,0,10,0,17,3,0,3,6,54,0,63,7,0,9,5,32,6,53,61,25,258,164,733,43,1283,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,3,3,0,14,0,0,3,3,0,0,3,0,0,8,13,18,0,38,0,0,0,9,9,0,13,0,0,10,22,51,4,88,4,0,4,11
316031425,0,0,3,3,14,0,15,0,0,12,13,36,3,63,3,0,12,13,106,3,137,3,0,5,8,25,0,41,4,3,38,49,511,13,616,4,0,7,7,22,3,43,0,0,33,19,69,4,130,0,3,19,23,81,8,139,0,0,16,23,49,4,97,0,0,5,5,23,3,40,4,6,18,15,9,0,54,6,0,12,4,22,7,52,19,13,76,33,31,0,161,0,0,11,9,54,9,90,5,3,25,39,35,3,114,27,18,93,19,22,0,181,27,11,88,30,45,3,215,0,0,13,7,31,3,53,3,0,8,8,60,6,84,8,0,17,19,73,7,131,120,68,516,343,1326,82,2448,0,0,5,3,3,0,13,0,0,0,0,3,0,3,7,0,10,16,23,0,53,0,0,6,0,0,0,6,0,3,16,21,27,5,72,0,7,8,10,13,3,32,3,0,28,38,88,14,172,4,3,31,32
316031426,0,0,0,0,5,3,10,0,3,3,9,33,4,50,3,0,12,12,92,3,122,0,0,3,4,26,0,36,0,3,22,27,351,13,413,0,0,5,8,14,0,27,0,0,17,14,59,8,95,3,0,14,20,67,4,104,0,0,4,14,37,3,68,0,0,4,4,13,0,23,4,4,18,19,13,0,55,0,0,4,5,24,3,41,6,9,66,24,33,3,135,0,0,10,9,31,0,54,9,6,21,28,29,4,90,19,10,39,17,21,0,116,20,4,50,23,48,3,148,3,0,7,7,10,0,23,0,0,3,10,65,6,80,3,0,13,16,45,11,92,76,40,314,256,1005,67,1761,0,0,0,4,3,0,9,0,0,0,0,0,0,3,0,0,7,14,13,0,34,0,0,3,3,3,0,8,0,0,0,11,20,0,41,0,0,0,3,13,0,21,0,0,20,35,75,10,139,0,0,12,25
316031427,0,3,12,3,15,0,33,0,3,3,4,42,0,48,3,3,18,13,100,4,147,0,0,13,12,23,0,42,3,0,35,45,502,14,604,4,0,10,15,40,4,70,3,3,42,28,114,9,198,7,4,42,43,134,7,232,0,6,12,28,57,4,109,4,3,13,3,23,0,43,0,3,17,30,26,5,86,0,0,12,7,39,3,60,23,12,112,43,41,3,229,3,0,19,15,62,13,101,9,9,34,34,34,3,127,25,17,56,11,23,3,137,39,12,95,38,60,3,245,3,0,10,5,20,3,37,4,3,9,10,97,3,126,10,0,17,11,66,27,136,142,71,577,391,1518,117,2817,0,0,8,3,5,0,19,0,0,3,0,0,0,3,7,0,9,15,23,3,58,0,0,4,0,6,0,15,0,0,9,24,18,5,52,0,0,10,4,7,3,32,10,0,50,49,158,18,286,6,3,57,59
316031428,0,0,6,0,16,0,21,3,0,8,3,33,0,44,3,3,19,12,78,3,109,0,0,0,7,14,0,22,4,0,37,50,340,12,441,7,0,5,7,20,3,34,5,0,35,17,58,3,115,5,0,23,30,93,0,157,3,3,19,16,29,9,81,3,0,7,6,8,0,22,5,0,31,23,16,0,75,3,0,25,10,35,0,78,11,11,77,30,22,6,154,0,0,9,6,22,0,36,11,5,28,23,33,0,97,21,16,60,17,17,0,130,22,4,96,15,30,3,170,0,0,3,10,19,0,33,0,0,8,6,39,4,60,4,0,8,15,44,13,88,100,41,489,297,961,64,1959,4,0,0,3,0,0,12,0,0,0,0,6,0,4,0,0,11,10,12,0,34,0,0,0,0,5,0,9,3,0,7,13,19,6,54,0,0,8,9,8,0,27,3,4,32,41,63,11,151,11,0,51,34
316051434,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,10,9,12,0,25,0,0,3,0,7,0,8,0,0,4,19,83,7,118,0,0,3,3,3,0,7,0,0,8,8,24,0,38,0,0,20,15,35,5,80,3,0,3,6,13,4,29,0,0,4,0,0,0,7,7,0,12,12,9,0,39,0,0,11,8,7,3,31,9,0,40,10,10,3,73,0,0,3,9,9,3,22,3,0,13,0,5,3,24,5,7,19,3,12,0,41,6,0,39,10,0,3,61,0,0,5,3,10,0,12,3,0,0,4,8,0,21,0,0,12,8,10,3,37,42,10,202,127,268,40,683,0,0,0,3,0,3,7,0,0,0,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,4,3,7,0,17,0,0,7,3,5,4,15,0,3,14,19,18,0,51,0,0,14,22
316051435,0,0,5,0,7,0,14,0,0,0,0,17,0,22,4,3,10,11,33,3,63,0,0,0,3,13,0,14,3,0,14,14,180,9,222,0,0,8,0,10,4,24,5,0,12,5,50,6,83,12,0,23,30,75,9,142,0,0,6,12,22,3,46,0,0,3,0,3,0,7,4,6,13,3,3,0,28,3,0,9,8,19,3,49,13,4,44,18,17,9,93,0,0,8,6,18,0,35,8,4,16,13,12,0,60,10,9,25,9,13,0,53,19,0,48,11,23,3,98,0,0,3,0,17,6,23,0,0,0,4,43,3,53,3,3,11,5,31,4,61,77,32,254,164,608,61,1199,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,3,5,5,3,20,0,0,0,0,0,0,0,0,0,11,5,12,5,26,0,0,3,6,5,0,15,3,4,17,27,47,8,112,4,3,29,31
316051437,0,0,4,5,0,4,12,0,0,5,3,11,0,19,3,0,12,8,34,0,50,0,0,3,0,10,0,13,0,0,14,15,184,11,224,0,0,15,8,7,0,32,0,0,20,10,26,3,54,3,0,36,24,55,10,136,0,0,3,10,31,0,51,0,0,3,4,3,0,16,0,4,11,5,6,0,29,3,0,9,4,14,0,30,10,5,56,15,14,0,103,0,0,15,10,12,0,43,4,4,9,7,14,0,43,10,12,28,8,9,0,68,26,8,35,14,10,5,96,0,0,6,6,12,4,26,0,0,3,7,29,4,39,0,0,17,10,19,13,54,69,35,303,170,490,59,1129,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,8,8,6,0,27,0,0,0,0,0,0,0,5,0,7,3,9,0,26,0,0,11,3,4,0,14,4,0,34,25,46,8,115,0,0,29,36
316051438,0,0,0,0,4,0,10,0,0,0,4,22,0,26,0,0,9,7,71,5,99,0,0,3,3,15,0,24,0,0,5,11,242,11,273,0,0,3,4,21,0,28,0,0,6,15,82,6,111,0,0,5,24,86,3,117,0,0,7,14,33,3,53,0,0,3,3,4,0,14,0,0,5,7,4,0,18,0,0,0,3,17,3,31,3,4,22,20,12,6,60,0,0,5,8,33,3,51,4,0,7,14,24,0,61,8,11,29,9,9,0,68,4,0,25,16,27,0,74,3,0,0,4,18,0,21,0,0,10,8,49,3,64,5,0,9,3,36,7,59,33,22,150,177,820,55,1252,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,11,13,0,26,0,0,0,0,0,0,0,0,0,8,4,12,0,21,0,0,4,3,5,0,25,0,0,24,21,54,8,114,4,0,13,34
316051543,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,0,8,0,16,3,25,0,0,0,0,3,0,6,0,0,9,14,132,8,159,0,0,4,3,9,0,16,0,0,13,4,21,0,35,0,0,7,8,26,0,51,0,0,3,12,7,0,28,0,0,0,3,3,0,9,0,3,4,6,3,0,16,0,0,3,3,8,0,16,10,4,34,5,11,6,65,0,0,4,3,9,0,11,4,4,10,5,6,0,29,13,7,22,3,4,3,65,12,5,33,11,9,0,67,0,0,3,4,3,0,11,0,0,4,4,13,0,21,0,3,4,6,24,3,33,58,25,161,94,304,20,672,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,3,0,12,0,0,0,0,0,0,3,0,0,4,3,3,0,13,0,0,3,3,4,0,10,0,0,11,15,27,0,53,5,0,16,13
316051544,0,0,0,5,0,0,6,0,3,3,11,29,0,45,3,0,4,0,40,0,43,0,3,0,0,6,0,13,0,0,11,21,182,8,223,0,0,9,10,18,0,30,0,0,7,14,49,4,79,3,0,9,10,29,0,54,3,0,4,13,8,0,27,0,0,3,0,5,0,15,0,0,22,22,8,0,47,0,0,7,3,11,0,24,4,3,39,18,19,0,81,0,0,7,6,21,0,40,4,0,15,15,21,0,57,20,4,32,11,10,3,76,11,5,38,16,16,0,92,0,0,4,3,11,0,18,0,0,7,14,21,0,43,0,0,15,8,24,7,49,62,20,238,197,520,29,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,21,0,0,0,0,0,0,0,0,3,6,14,10,0,32,0,0,3,4,6,3,16,3,0,11,25,49,0,99,0,0,8,26
316061439,3,0,3,10,42,5,63,0,0,3,4,24,0,32,0,0,5,10,67,6,88,0,0,3,4,17,0,22,0,0,3,9,217,22,252,0,0,0,0,23,3,25,0,0,4,10,34,8,57,0,0,0,6,18,0,21,0,0,4,6,45,3,64,0,0,4,0,8,0,16,0,4,3,3,11,0,20,0,0,0,3,3,0,7,5,5,24,9,17,8,68,0,0,5,8,13,4,25,3,3,7,21,22,4,57,12,6,23,12,21,0,70,0,0,10,6,19,0,42,0,0,5,7,10,0,21,0,0,3,10,49,8,63,0,0,3,9,42,13,67,26,22,127,142,703,81,1093,0,0,9,8,9,3,32,0,0,0,3,3,0,7,0,0,4,8,14,0,27,0,0,0,0,3,0,3,0,0,3,7,12,0,31,0,0,0,3,9,0,10,0,3,13,19,55,13,95,0,0,6,12
316061440,6,0,27,17,33,10,89,3,0,9,3,27,0,46,0,0,5,8,33,4,52,0,0,3,3,13,0,20,0,3,12,17,152,3,190,0,0,0,3,10,3,19,0,0,3,10,41,0,57,4,0,12,7,27,3,50,0,0,4,11,23,3,36,6,0,4,3,3,0,17,5,0,4,9,4,0,22,0,0,0,3,15,0,20,15,10,48,18,10,0,108,0,3,8,10,19,0,37,6,4,15,20,21,0,64,21,8,31,21,10,0,93,14,3,38,20,21,0,94,8,0,5,3,10,0,28,3,3,3,3,31,0,43,4,0,22,7,32,3,83,103,40,253,193,525,41,1152,5,0,9,6,9,5,46,0,0,0,3,0,0,3,0,3,4,8,8,3,27,0,0,0,0,0,0,4,0,0,5,3,9,0,18,0,3,3,0,0,0,10,4,0,21,26,36,10,99,5,0,22,14
316061441,0,0,7,9,43,5,66,0,0,3,0,25,3,33,0,0,9,6,52,4,64,0,0,3,0,18,0,21,0,0,0,11,179,10,206,0,0,0,8,19,0,23,0,0,5,3,34,0,42,0,0,3,4,10,0,19,0,0,0,8,29,5,51,0,0,0,3,9,0,10,0,0,3,5,3,0,15,0,0,0,0,6,0,10,3,0,21,17,14,4,55,0,0,0,0,9,0,13,3,0,16,17,20,0,53,5,6,13,10,6,0,45,0,0,17,6,15,0,37,0,0,3,6,8,0,14,0,0,0,3,28,7,44,0,0,7,9,30,8,43,18,14,102,132,546,46,859,0,0,12,7,11,0,29,0,0,0,0,0,0,4,0,0,3,3,11,0,20,0,0,0,0,0,0,4,0,0,5,3,8,0,19,0,0,0,0,4,0,6,0,0,9,18,36,5,61,0,0,6,5
